S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm),F (mg/L),NO3 (mg/L),Fe (ppm),As (ppb),U (ppb),As (mg/L),U (mg/L),HPI,Category
13768,Telangana,Jogulamba,Kothapalle,77.7996,16.28,2023,7.5,1190,0.33,4,-,-,-,NaN,NaN,0,safe
13769,Telangana,Jogulamba,Medikonda,77.61,15.951,2023,7,2020,0.24,218,-,-,-,NaN,NaN,0,unsafe
13770,Telangana,Jogulamba,Chinnipadu,77.9623,15.9444,2023,6.8,5230,0.59,278,-,-,-,NaN,NaN,0,unsafe
13771,Telangana,Jogulamba,Waddepalle,77.84,15.935,2023,7.03,1160,0.25,61,-,-,-,NaN,NaN,0,unsafe
13772,Telangana,Jogulamba,Jinakalapalli,77.8842,16.1186,2023,7.35,940,0.42,8,-,-,-,NaN,NaN,0,safe
13773,Telangana,Jogulamba,Aragidda1,77.6081,16.1294,2023,7.23,1090,0.22,34,-,-,-,NaN,NaN,0,safe
13774,Telangana,Kamareddy,Peddakodappagal-Ew,77.7124,18.3446,2023,7,1305,0.61,51,-,-,-,NaN,NaN,0,unsafe
13775,Telangana,Kamareddy,Lingampet,78.1584,18.2726,2023,6.87,1120,0.34,18,-,-,-,NaN,NaN,0,safe
13776,Telangana,Kamareddy,Pitlam,77.8505,18.3206,2023,7.35,2400,0.37,237,-,-,-,NaN,NaN,0,unsafe
13777,Telangana,Kamareddy,Tadvai1,78.2547,18.3129,2023,7.15,1320,0.13,52,-,-,-,NaN,NaN,0,unsafe
13778,Telangana,Kamareddy,Kamareddy,78.3164,18.3389,2023,7.02,1236,0.17,51,-,-,-,NaN,NaN,0,unsafe
13779,Telangana,Kamareddy,Lingampet,78.1263,18.245,2023,6.64,626,0.21,10,-,-,-,NaN,NaN,0,safe
13780,Telangana,Kamareddy,Pitlam,77.8039,18.251,2023,6.66,942,0.53,14,-,-,-,NaN,NaN,0,safe
13781,Telangana,Kamareddy,Bichkunda,77.7251,18.4001,2023,6.85,1440,0.66,17,-,-,-,NaN,NaN,0,safe
13782,Telangana,Kamareddy,Biknoor,78.4129,18.1524,2023,7,1809,1.02,57,-,-,-,NaN,NaN,0,unsafe
13783,Telangana,Kamareddy,Nizamsagar Dw,77.9357,18.2297,2023,7.38,1460,1.77,32,-,-,-,NaN,NaN,0,unsafe
13784,Telangana,Kamareddy,Kamareddy,78.3436,18.3218,2023,7.08,1821,0.73,121,-,-,-,NaN,NaN,0,unsafe
13785,Telangana,Kamareddy,Kamareddy,78.352,18.2833,2023,6.94,1230,0.72,104,-,-,-,NaN,NaN,0,unsafe
13786,Telangana,Kamareddy,Kamareddy,78.3859,18.3321,2023,7.16,1082,0.27,23,-,-,-,NaN,NaN,0,safe
13787,Telangana,Kamareddy,Birkur-Dw,77.7843,18.4985,2023,7.18,1200,0.18,14,-,-,-,NaN,NaN,0,safe
13788,Telangana,Kamareddy,Bichkunda,77.7945,18.3854,2023,7.06,1580,0.54,87,-,-,-,NaN,NaN,0,unsafe
13789,Telangana,Kamareddy,Gandhari,78.1211,18.3974,2023,7.33,748,0.56,16,-,-,-,NaN,NaN,0,safe
13790,Telangana,Kamareddy,Domakonda,78.4341,18.2473,2023,7.28,963,0.79,13,-,-,-,NaN,NaN,0,safe
13791,Telangana,Kamareddy,Rajampet,78.3453,18.2141,2023,7.36,790,0.28,29,-,-,-,NaN,NaN,0,safe
13792,Telangana,Kamareddy,Bibipet,78.5176,18.2159,2023,7.3,981,0.37,7,-,-,-,NaN,NaN,0,safe
13793,Telangana,Kamareddy,Sadashivnagar,78.239,18.392,2023,7.85,787,0.49,11,-,-,-,NaN,NaN,0,safe
13794,Telangana,Kamareddy,Biknoor-Ew,78.373,18.1463,2023,7.14,1296,0.62,29,-,-,-,NaN,NaN,0,safe
13795,Telangana,Kamareddy,Biknoor,78.373,18.1463,2023,7.16,1225,0.39,66,-,-,-,NaN,NaN,0,unsafe
13796,Telangana,Kamareddy,Kamareddy,78.3763,18.3526,2023,7.63,450,0.37,8,-,-,-,NaN,NaN,0,safe
13797,Telangana,Kamareddy,Domakonda,78.3902,18.2923,2023,7.12,1340,0.45,44,-,-,-,NaN,NaN,0,safe
13798,Telangana,Karimnagar,Aruna Konda-New,79.1617,18.6218,2023,7.09,1060,0.66,27,-,-,-,NaN,NaN,0,safe
13799,Telangana,Karimnagar,Tadikal,79.2894,18.3123,2023,7.07,1110,0.98,28,-,-,-,NaN,NaN,0,safe
13800,Telangana,Karimnagar,Chenjerla-Pz,79.234,18.3616,2023,7.13,880,0.33,6,-,-,-,NaN,NaN,0,safe
13801,Telangana,Karimnagar,Chigurumamidi-Pz,79.2034,18.2405,2023,7.34,590,0.6,12,-,-,-,NaN,NaN,0,safe
13802,Telangana,Karimnagar,Kothapalli-1,79.1668,18.2981,2023,7.12,1180,0.68,7,-,-,-,NaN,NaN,0,safe
13803,Telangana,Karimnagar,Kondapalakal,79.2912,18.3732,2023,7.46,540,0.26,22,-,-,-,NaN,NaN,0,safe
13804,Telangana,Karimnagar,Renukunta  Pz,79.1236,18.2911,2023,7.26,360,1.11,40,-,-,-,NaN,NaN,0,safe
13805,Telangana,Karimnagar,Lakshmipur  Pz,79.2834,18.4449,2023,6.61,1300,0.65,14,-,-,-,NaN,NaN,0,safe
13806,Telangana,Karimnagar,Magdumpur  Pz,79.2087,18.4747,2023,6.85,630,0.74,3,-,-,-,NaN,NaN,0,safe
13807,Telangana,Karimnagar,Kothapalli  Pz,79.0773,18.5083,2023,6.77,890,0.37,84,-,-,-,NaN,NaN,0,unsafe
13808,Telangana,Karimnagar,Chintakunta  Pz,79.0941,18.442,2023,6.71,1020,0.39,26,-,-,-,NaN,NaN,0,safe
13809,Telangana,Karimnagar,Choppadandi  Pz,79.1651,18.6001,2023,6.85,1160,0.68,9,-,-,-,NaN,NaN,0,safe
13810,Telangana,Karimnagar,Nusthulpur  Pz,79.178,18.3186,2023,7.15,710,0.79,2,-,-,-,NaN,NaN,0,safe
13811,Telangana,Karimnagar,Lmd Colony  Pz,79.1538,18.3791,2023,6.8,1280,0.92,21,-,-,-,NaN,NaN,0,safe
13812,Telangana,Karimnagar,Chelpur,79.4495,18.24,2023,7.05,1010,0.36,6,-,-,-,NaN,NaN,0,safe
13813,Telangana,Karimnagar,Burugupalli,79.0313,18.6311,2023,7.12,820,0.55,7,-,-,-,NaN,NaN,0,safe
13814,Telangana,Karimnagar,Tummanapalli,79.3742,18.2269,2023,7.02,1100,0.98,8,-,-,-,NaN,NaN,0,safe
13815,Telangana,Karimnagar,Kesawapatnam,79.3008,18.2935,2023,6.81,1510,1.13,10,-,-,-,NaN,NaN,0,safe
13816,Telangana,Karimnagar,Mallapur,78.9608,18.5637,2023,7.05,1410,2.47,86,-,-,-,NaN,NaN,0,unsafe
13817,Telangana,Karimnagar,Thangula,79.51,18.3761,2023,7.02,1160,0.72,5,-,-,-,NaN,NaN,0,safe
13818,Telangana,Karimnagar,Metpalle,79.3698,18.2909,2023,7.76,1390,0.42,1,-,-,-,NaN,NaN,0,safe
13819,Telangana,Karimnagar,Gaddapaka,79.3583,18.3453,2023,7.37,1900,0.39,7,-,-,-,NaN,NaN,0,unsafe
13820,Telangana,Karimnagar,Challoor,79.3598,18.41,2023,7.3,980,1.21,14,-,-,-,NaN,NaN,0,safe
13821,Telangana,Kb Asifabad,Sirpur,79.5703,19.4795,2023,6.9,3070,0.78,17,-,-,-,NaN,NaN,0,unsafe
13822,Telangana,Kb Asifabad,Jainoor,78.9074,19.3732,2023,7.4,990,0.15,11,-,-,-,NaN,NaN,0,safe
13823,Telangana,Kb Asifabad,Asifabad,79.2833,19.3656,2023,7.3,1521,1.49,3,-,-,-,NaN,NaN,0,safe
13824,Telangana,Kb Asifabad,Rebbenna,79.4147,19.2596,2023,7.4,1600,1.03,41,-,-,-,NaN,NaN,0,unsafe
13825,Telangana,Kb Asifabad,Jainoor- Pz,78.9066,19.3768,2023,7.3,1250,0.4,36,-,-,-,NaN,NaN,0,safe
13826,Telangana,Kb Asifabad,Khagaznagar,79.4771,19.3582,2023,7.4,838,0.61,8,-,-,-,NaN,NaN,0,safe
13827,Telangana,Kb Asifabad,Danora,79.1339,19.4342,2023,7.3,755,0.4,6,-,-,-,NaN,NaN,0,safe
13828,Telangana,Kb Asifabad,Burugudem,79.3351,19.3382,2023,7.06,1333,0.37,98,-,-,-,NaN,NaN,0,unsafe
13829,Telangana,Kb Asifabad,Sangvi,79.0712,19.4693,2023,7,1210,0.58,52,-,-,-,NaN,NaN,0,unsafe
13830,Telangana,Kb Asifabad,Devadapalle,78.9649,19.3656,2023,6.95,886,0.18,30,-,-,-,NaN,NaN,0,safe
13831,Telangana,Kb Asifabad,Isapur,79.0266,19.5231,2023,7.5,694,2.2,1,-,-,-,NaN,NaN,0,unsafe
13832,Telangana,Kb Asifabad,Dubbaguda,78.8946,19.3677,2023,7.09,762,0.61,12,-,-,-,NaN,NaN,0,safe
13833,Telangana,Kb Asifabad,Devapur1,79.0327,19.4613,2023,7.2,606,0.56,7,-,-,-,NaN,NaN,0,safe
13834,Telangana,Kb Asifabad,Devapur2,79.0327,19.4613,2023,7.2,622,0.48,8,-,-,-,NaN,NaN,0,safe
13835,Telangana,Kb Asifabad,Dhanora,79.1351,19.4384,2023,7.5,340,0.22,1,-,-,-,NaN,NaN,0,safe
13836,Telangana,Kb Asifabad,Nazurlnagar1,79.5392,19.3628,2023,7.5,313,0.22,4,-,-,-,NaN,NaN,0,safe
13837,Telangana,Kb Asifabad,Nazurlnagar2,79.5392,19.3628,2023,7.4,315,0.23,5,-,-,-,NaN,NaN,0,safe
13838,Telangana,Kb Asifabad,Rebbana,79.4148,19.2569,2023,7.15,834,0.17,2,-,-,-,NaN,NaN,0,safe
13839,Telangana,Kb Asifabad,Rebbana,79.4148,19.2569,2023,7.2,855,0.48,0,-,-,-,NaN,NaN,0,safe
13840,Telangana,Kb Asifabad,Raspalli,79.615,19.3182,2023,7.17,1052,0.46,0,-,-,-,NaN,NaN,0,safe
13841,Telangana,Kb Asifabad,Manduva1,79.5771,19.3819,2023,7.4,450,1.53,0,-,-,-,NaN,NaN,0,unsafe
13842,Telangana,Kb Asifabad,Manduva2,79.5771,19.3819,2023,7.4,444,1.65,0,-,-,-,NaN,NaN,0,unsafe
13843,Telangana,Kb Asifabad,Durganagar Colony1,79.5307,19.3846,2023,7.9,115,0.11,2,-,-,-,NaN,NaN,0,safe
13844,Telangana,Kb Asifabad,Durganagar Colony2,79.5307,19.3845,2023,7.7,107,0.1,1,-,-,-,NaN,NaN,0,safe
13845,Telangana,Kb Asifabad,Jakkulapalli1,79.541,19.2134,2023,7.35,1201,2.19,6,-,-,-,NaN,NaN,0,unsafe
13846,Telangana,Kb Asifabad,Jakkulapalli2,79.541,19.2134,2023,7.5,1200,1.82,6,-,-,-,NaN,NaN,0,unsafe
13847,Telangana,Kb Asifabad,Areguda1,79.6049,19.3616,2023,7.8,436,0.13,3,-,-,-,NaN,NaN,0,safe
13848,Telangana,Kb Asifabad,Areguda2,79.6049,19.3666,2023,7.7,428,0.11,1,-,-,-,NaN,NaN,0,safe
13849,Telangana,Kb Asifabad,Andavalli1,79.5226,19.3223,2023,7.39,1370,0.4,11,-,-,-,NaN,NaN,0,safe
13850,Telangana,Kb Asifabad,Andavalli2,79.5224,19.3234,2023,7.4,1400,0.42,12,-,-,-,NaN,NaN,0,safe
13851,Telangana,Kb Asifabad,Chadwai1,79.6865,19.303,2023,7.4,432,0.39,17,-,-,-,NaN,NaN,0,safe
13852,Telangana,Kb Asifabad,Chadwai2,79.6865,19.303,2023,7.2,426,0.37,17,-,-,-,NaN,NaN,0,safe
13853,Telangana,Kb Asifabad,Kondapalli1,79.7615,19.3298,2023,7.5,538,0.36,2,-,-,-,NaN,NaN,0,safe
13854,Telangana,Kb Asifabad,Kondapalli2,79.7615,19.3298,2023,7.6,537,0.37,2,-,-,-,NaN,NaN,0,safe
13855,Telangana,Kb Asifabad,C Babu Colony1,79.4918,19.3292,2023,7.6,200,0.19,2,-,-,-,NaN,NaN,0,safe
13856,Telangana,Kb Asifabad,C Babu Colony2,79.4917,19.3292,2023,6.9,1260,0.76,55,-,-,-,NaN,NaN,0,unsafe
13857,Telangana,Kb Asifabad,Dabba1,79.7157,19.4391,2023,7.7,214,0.23,1,-,-,-,NaN,NaN,0,safe
13858,Telangana,Kb Asifabad,Dabba2,79.7157,19.4391,2023,7.04,1262,0.84,64,-,-,-,NaN,NaN,0,unsafe
13859,Telangana,Kb Asifabad,Gudamamda,78.933,19.4588,2023,7.8,1080,0.98,5,-,-,-,NaN,NaN,0,safe
13860,Telangana,Khammam,Kallur,80.5521,17.2005,2023,7.26,1350,0.5,6,-,-,-,NaN,NaN,0,safe
13861,Telangana,Khammam,Nayakangudem1,79.8932,17.1978,2023,7.62,880,0.93,6,-,-,-,NaN,NaN,0,safe
13862,Telangana,Khammam,Yerupalem,80.4707,16.822,2023,7.47,3760,0.97,161,-,-,-,NaN,NaN,0,unsafe
13863,Telangana,Khammam,Madharam,80.2265,17.5428,2023,7.73,960,1.77,8,-,-,-,NaN,NaN,0,unsafe
13864,Telangana,Khammam,Madira1,80.3648,16.9245,2023,7.72,2240,1.78,3,-,-,-,NaN,NaN,0,unsafe
13865,Telangana,Khammam,Enkur - Pz,80.4421,17.3369,2023,7.67,1310,1.45,36,-,-,-,NaN,NaN,0,safe
13866,Telangana,Khammam,Konijarla,80.294,17.2235,2023,7.83,1470,0.68,26,-,-,-,NaN,NaN,0,safe
13867,Telangana,Khammam,Annarugudem,80.4263,17.2604,2023,7.65,3250,0.8,93,-,-,-,NaN,NaN,0,unsafe
13868,Telangana,Khammam,Kottalingala,80.2423,17.4202,2023,7.81,930,0.92,17,-,-,-,NaN,NaN,0,safe
13869,Telangana,Khammam,Rebbavaram,80.3367,17.1169,2023,7.38,4250,2.13,113,-,-,-,NaN,NaN,0,unsafe
13870,Telangana,Khammam,Khammam,80.1662,17.2587,2023,7.9,970,0.66,3,-,-,-,NaN,NaN,0,safe
13871,Telangana,Khammam,Rangam Banjar Malsur Tanda,80.5088,17.1947,2023,7.77,2430,1.29,105,-,-,-,NaN,NaN,0,unsafe
13872,Telangana,Khammam,Thatipudi,80.3375,17.1487,2023,7.9,1260,1.15,17,-,-,-,NaN,NaN,0,safe
13873,Telangana,Khammam,Sitarampuram,80.6426,17.2008,2023,7.9,2910,1.24,41,-,-,-,NaN,NaN,0,unsafe
13874,Telangana,Khammam,Guvvalagudem,80.065,17.1449,2023,7.83,1140,0.71,6,-,-,-,NaN,NaN,0,safe
13875,Telangana,Khammam,Thutikuntla1,80.2836,17.1037,2023,8.13,1220,2.77,23,-,-,-,NaN,NaN,0,unsafe
13876,Telangana,Khammam,Yerraboina Palli,80.5241,17.128,2023,7.56,1340,0.72,33,-,-,-,NaN,NaN,0,safe
13877,Telangana,Khammam,Peddamunagala1,80.2959,17.1648,2023,7.73,1040,1.6,15,-,-,-,NaN,NaN,0,unsafe
13878,Telangana,Khammam,Nakkalagarubu1,80.3538,16.9474,2023,7.7,2890,1.64,252,-,-,-,NaN,NaN,0,unsafe
13879,Telangana,Khammam,Kondrupadu1,80.689,17.1549,2023,7.91,2440,1.22,10,-,-,-,NaN,NaN,0,unsafe
13880,Telangana,Khammam,Adasarlapadu1,80.7079,17.1284,2023,7.83,1590,0.99,19,-,-,-,NaN,NaN,0,unsafe
13881,Telangana,Khammam,Krishnapuram(Vanamvari),80.1369,17.1163,2023,7.2,2120,1.89,5,-,-,-,NaN,NaN,0,unsafe
13882,Telangana,Khammam,Ramannapeta,80.1414,17.2907,2023,7.47,1350,0.8,0,-,-,-,NaN,NaN,0,safe
13883,Telangana,Khammam,Kattakuru1,80.0374,17.1747,2023,8.17,1150,0.73,0,-,-,-,NaN,NaN,0,safe
13884,Telangana,Khammam,Dendukuru1,80.4028,16.8943,2023,8.3,1190,1.55,0,-,-,-,NaN,NaN,0,unsafe
13885,Telangana,Khammam,Remidicherla1,80.4916,16.8059,2023,9.03,1140,1.16,0,-,-,-,NaN,NaN,0,unsafe
13886,Telangana,Khammam,Nerada,80.2373,17.1416,2023,7.95,660,0.31,0,-,-,-,NaN,NaN,0,safe
13887,Telangana,Khammam,Gopalpet,80.451,17.2781,2023,7.92,980,0.56,0,-,-,-,NaN,NaN,0,safe
13888,Telangana,Khammam,Pallipadu1,80.3232,17.2032,2023,8.23,790,0.86,0,-,-,-,NaN,NaN,0,safe
13889,Telangana,Khammam,Chinna Beeravali,80.3189,17.0422,2023,8.34,1400,0.99,0,-,-,-,NaN,NaN,0,safe
13890,Telangana,Khammam,Bathulapally,80.5933,17.2335,2023,8.02,490,0.26,0,-,-,-,NaN,NaN,0,safe
13891,Telangana,Khammam,K.M Banjara (Telagavaram),80.6583,17.14,2023,8.25,2940,4.09,4,-,-,-,NaN,NaN,0,unsafe
13892,Telangana,Khammam,Mustikuntla1,80.23,17.0436,2023,7.92,1080,0.38,9,-,-,-,NaN,NaN,0,safe
13893,Telangana,Khammam,Narapanenipalli,80.3928,17.1336,2023,7.81,1940,1.25,22,-,-,-,NaN,NaN,0,unsafe
13894,Telangana,Khammam,Thirumalayapalem,80.0379,17.3119,2023,7.71,1620,1.36,115,-,-,-,NaN,NaN,0,unsafe
13895,Telangana,Khammam,Eluvarigudem1,79.9619,17.3185,2023,8.01,590,0.66,1,-,-,-,NaN,NaN,0,safe
13896,Telangana,Khammam,Pallipadu2,80.3232,17.2031,2023,7.39,760,0.92,1,-,-,-,NaN,NaN,0,safe
13897,Telangana,Khammam,Peddamunagala1,80.2959,17.1647,2023,7.7,680,0.96,0,-,-,-,NaN,NaN,0,safe
13898,Telangana,Khammam,Mustikuntla2,80.2301,17.0438,2023,7.3,1180,0.56,7,-,-,-,NaN,NaN,0,safe
13899,Telangana,Khammam,Thutikuntla2,80.2834,17.1039,2023,8.56,1200,1.54,1,-,-,-,NaN,NaN,0,unsafe
13900,Telangana,Khammam,Vanama Krishnapuram,80.1368,17.1163,2023,7.76,2120,1.92,5,-,-,-,NaN,NaN,0,unsafe
13901,Telangana,Khammam,Vepakuntla,80.2261,17.2757,2023,8.03,1500,1.64,1,-,-,-,NaN,NaN,0,unsafe
13902,Telangana,Khammam,Nuthankal,80.4816,17.2017,2023,7.95,1850,0.85,1,-,-,-,NaN,NaN,0,unsafe
13903,Telangana,Khammam,Yadavalli,80.0522,17.1952,2023,7.51,2810,0.89,225,-,-,-,NaN,NaN,0,unsafe
13904,Telangana,Khammam,Kondrupadu2,80.689,17.1548,2023,8.16,2700,0.65,10,-,-,-,NaN,NaN,0,unsafe
13905,Telangana,Khammam,Pedda Pocharam1,79.9443,17.2778,2023,8.4,480,0.33,1,-,-,-,NaN,NaN,0,safe
13906,Telangana,Khammam,Cheruvu Madharam,80.0735,17.0428,2023,7.75,1970,0.17,22,-,-,-,NaN,NaN,0,unsafe
13907,Telangana,Khammam,Madharam,80.227,17.545,2023,7.73,920,1.92,48,-,-,-,NaN,NaN,0,unsafe
13908,Telangana,Khammam,Tirthala,80.135,17.3236,2023,7.6,1270,0.8,2,-,-,-,NaN,NaN,0,safe
13909,Telangana,Khammam,Dendukuru2,80.4029,16.8942,2023,8.24,1170,1.26,1,-,-,-,NaN,NaN,0,safe
13910,Telangana,Khammam,Gopalpet,80.451,17.2781,2023,7.84,1190,0.86,3,-,-,-,NaN,NaN,0,safe
13911,Telangana,Khammam,Remidicherla2,80.4916,16.806,2023,9.46,1400,1.48,1,-,-,-,NaN,NaN,0,unsafe
13912,Telangana,Khammam,Remidicherla3,80.4915,16.806,2023,8.35,1820,1.24,55,-,-,-,NaN,NaN,0,unsafe
13913,Telangana,Khammam,Nerada,80.2373,17.1418,2023,7.94,950,0.65,9,-,-,-,NaN,NaN,0,safe
13914,Telangana,Khammam,Kattakuru2,80.0375,17.1745,2023,7.61,2190,1.18,63,-,-,-,NaN,NaN,0,unsafe
13915,Telangana,Khammam,Kattakuru3,80.0375,17.1745,2023,7.57,2170,1.09,53,-,-,-,NaN,NaN,0,unsafe
13916,Telangana,Khammam,Gattu Singaram,79.9572,17.1842,2023,8.16,610,0.12,1,-,-,-,NaN,NaN,0,safe
13917,Telangana,Khammam,Pedda Pocharam2,79.9444,17.278,2023,7.83,950,1.25,0,-,-,-,NaN,NaN,0,safe
13918,Telangana,Khammam,Nakkalagarubu2,80.3539,16.9473,2023,8.72,2741,1.19,94,-,-,-,NaN,NaN,0,unsafe
13919,Telangana,Khammam,Adasarlapadu2,80.7079,17.1284,2023,8.15,1850,1.11,15,-,-,-,NaN,NaN,0,unsafe
13920,Telangana,Khammam,Adasarlapadu3,80.7077,17.1284,2023,7.9,2430,1.22,0,-,-,-,NaN,NaN,0,unsafe
13921,Telangana,Khammam,Marlapadu1,80.4744,17.0622,2023,8.05,2220,1.5,15,-,-,-,NaN,NaN,0,unsafe
13922,Telangana,Khammam,Marlapadu2,80.4745,17.062,2023,7.9,2230,1.18,15,-,-,-,NaN,NaN,0,unsafe
13923,Telangana,Khammam,Arempula,80.0739,17.2706,2023,8,730,0.45,1,-,-,-,NaN,NaN,0,safe
13924,Telangana,Khammam,Vootukuru,80.3047,17.4591,2023,7.94,560,1.51,8,-,-,-,NaN,NaN,0,unsafe
13925,Telangana,Mahabubabad,Garla,80.142,17.4866,2023,7.23,1060,0.5,62,-,-,-,NaN,NaN,0,unsafe
13926,Telangana,Mahabubabad,Gandhampally (Santulalpod),80.1339,17.5619,2023,7.1,1790,0.35,106,-,-,-,NaN,NaN,0,unsafe
13927,Telangana,Mahabubabad,Mahabubabad,80.0001,17.5992,2023,7.35,1420,0.72,25,-,-,-,NaN,NaN,0,safe
13928,Telangana,Mahabubabad,Gudur2,79.9796,17.801,2023,7.4,880,0.32,18,-,-,-,NaN,NaN,0,safe
13929,Telangana,Mahabubabad,Ingurti,79.8018,17.6672,2023,7.38,1390,0.11,23,-,-,-,NaN,NaN,0,safe
13930,Telangana,Mahabubabad,Kesamudram,79.9001,17.6865,2023,7.22,1340,0.86,30,-,-,-,NaN,NaN,0,safe
13931,Telangana,Mahabubabad,Kothaguda,80.0547,17.9104,2023,7.63,610,0.44,2,-,-,-,NaN,NaN,0,safe
13932,Telangana,Mahabubabad,Edjarla  Pz,79.9652,17.4311,2023,7.38,1500,1.42,44,-,-,-,NaN,NaN,0,safe
13933,Telangana,Mahabubabad,Amangal  Pz,79.91,17.5935,2023,7.35,820,0.27,27,-,-,-,NaN,NaN,0,safe
13934,Telangana,Mahabubabad,Inugurthy Pz,79.8109,17.6712,2023,7.42,770,0.53,1,-,-,-,NaN,NaN,0,safe
13935,Telangana,Mahabubabad,Beerishettigudem,79.7737,17.4816,2023,7.57,640,0.48,1,-,-,-,NaN,NaN,0,safe
13936,Telangana,Mahabubabad,Ayyagaripalle,79.9851,17.5001,2023,7.44,550,0.56,0,-,-,-,NaN,NaN,0,safe
13937,Telangana,Mahabubabad,Penugonda,79.9786,17.6695,2023,7.09,1200,1.12,36,-,-,-,NaN,NaN,0,safe
13938,Telangana,Mahabubabad,Nellikuduru,79.7544,17.5753,2023,7.61,500,0.21,1,-,-,-,NaN,NaN,0,safe
13939,Telangana,Mahabubabad,Aler,79.8711,17.6111,2023,6.65,850,0.35,0,-,-,-,NaN,NaN,0,safe
13940,Telangana,Mahabubabad,Inugurthi,79.805,17.6732,2023,7.11,1240,0.38,1,-,-,-,NaN,NaN,0,safe
13941,Telangana,Mahabubabad,Maripeda,79.8936,17.3899,2023,6.98,2550,0.99,36,-,-,-,NaN,NaN,0,unsafe
13942,Telangana,Mahabubabad,Maripeda,79.8935,17.39,2023,7.1,2560,0.95,36,-,-,-,NaN,NaN,0,unsafe
13943,Telangana,Mahabubabad,Thanda Dharmaram,79.9651,17.4331,2023,7.56,1100,0.97,17,-,-,-,NaN,NaN,0,safe
13944,Telangana,Mahabubabad,Vanthedupula1,79.7881,17.4569,2023,7.28,1030,0.54,29,-,-,-,NaN,NaN,0,safe
13945,Telangana,Mahabubabad,Vanthedupula2,79.7881,17.457,2023,7.3,1020,0.36,19,-,-,-,NaN,NaN,0,safe
13946,Telangana,Mahabubnagar,Devarakhadra,77.8383,16.6317,2023,7,2010,0.39,32,-,-,-,NaN,NaN,0,unsafe
13947,Telangana,Mahabubnagar,Bandrapal (Banderpalli),77.7983,16.605,2023,7.4,1350,0.95,1,-,-,-,NaN,NaN,0,safe
13948,Telangana,Mahabubnagar,Pedda Mulgera2,78.0739,16.6569,2023,7.11,2090,0.96,4,-,-,-,NaN,NaN,0,unsafe
13949,Telangana,Mahabubnagar,Balanagar-Pz,78.1778,16.9447,2023,7.1,1590,0.91,149,-,-,-,NaN,NaN,0,unsafe
13950,Telangana,Mahabubnagar,Jedcherla-Pz,78.1447,16.7475,2023,7.23,1200,1.57,39,-,-,-,NaN,NaN,0,unsafe
13951,Telangana,Mahabubnagar,Peddarevalli-Pz,78.2608,16.9042,2023,7.25,990,1.01,24,-,-,-,NaN,NaN,0,safe
13952,Telangana,Mahabubnagar,Hanwada,77.9194,16.8122,2023,7.16,2140,1.23,225,-,-,-,NaN,NaN,0,unsafe
13953,Telangana,Mahabubnagar,Kandur-Aq-I,77.96,16.5567,2023,7.68,1660,1.55,8,-,-,-,NaN,NaN,0,unsafe
13954,Telangana,Mahabubnagar,Ponnakal-Aq-I,77.9408,16.5664,2023,7.45,1090,0.57,1,-,-,-,NaN,NaN,0,safe
13955,Telangana,Mahabubnagar,Janampet-Aq-I,77.9894,16.6339,2023,7.32,1230,0.67,13,-,-,-,NaN,NaN,0,safe
13956,Telangana,Mahabubnagar,Mahabubnagar,78.0003,16.7514,2023,6.85,1350,0.61,141,-,-,-,NaN,NaN,0,unsafe
13957,Telangana,Mahabubnagar,Ajilapur,77.8038,16.6916,2023,6.9,2010,0.68,16,-,-,-,NaN,NaN,0,unsafe
13958,Telangana,Mahabubnagar,Komireddipalle,77.9528,16.5782,2023,6.94,1610,0.89,3,-,-,-,NaN,NaN,0,unsafe
13959,Telangana,Mahabubnagar,Yammangandla,78.03,16.8681,2023,6.95,800,0.97,19,-,-,-,NaN,NaN,0,safe
13960,Telangana,Mahabubnagar,Chowdoor,78.0708,16.9764,2023,6.93,450,0.92,54,-,-,-,NaN,NaN,0,unsafe
13961,Telangana,Mahabubnagar,Teegalapalle1,78.0423,16.8145,2023,6.73,1150,0.89,29,-,-,-,NaN,NaN,0,safe
13962,Telangana,Mahabubnagar,Gandeed-Pz,77.7917,16.9255,2023,7.25,1140,0.55,2,-,-,-,NaN,NaN,0,safe
13963,Telangana,Mahabubnagar,Nacharla,77.8505,16.9066,2023,7.05,810,1,87,-,-,-,NaN,NaN,0,unsafe
13964,Telangana,Mahabubnagar,Mohammadabad,77.8852,16.8734,2023,7.55,570,0.29,7,-,-,-,NaN,NaN,0,safe
13965,Telangana,Mahabubnagar,Vennached,77.7671,16.9591,2023,7,1480,1.88,4,-,-,-,NaN,NaN,0,unsafe
13966,Telangana,Mahabubnagar,Narsullabad,78.2025,16.7273,2023,7.03,1200,1.8,44,-,-,-,NaN,NaN,0,unsafe
13967,Telangana,Mahabubnagar,Teegalapalle2,78.0423,16.8145,2023,7.06,1160,0.59,23,-,-,-,NaN,NaN,0,safe
13968,Telangana,Mahabubnagar,Ammapalle,78.2184,16.7756,2023,7.26,1630,0.9,71,-,-,-,NaN,NaN,0,unsafe
13969,Telangana,Mahabubnagar,Teegalapalle3,78.0423,16.8145,2023,7.2,1160,0.82,27,-,-,-,NaN,NaN,0,safe
13970,Telangana,Mancherial,Bheemaram,79.6963,18.8462,2023,6.95,370,0.17,1,-,-,-,NaN,NaN,0,safe
